Organization_A,Organization_B,Initiative_A,Initiative_B,Similarity_Score,Cluster_A,Cluster_B,Same_Cluster
Bankenverband,Sanja Terlevic,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.59763914,3,2,False
Anonymous,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5975343,1,1,True
Association internationale Futuribles,ZOE Institute for Future-fit Economies,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5967964,3,1,False
Agroecology Europe,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5965952,3,3,True
Association internationale Futuribles,NA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5962424,3,1,False
Nicolas Overloop,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.59518087,2,1,False
Instituto Nacional de Administração IP Portugal,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.59425557,3,3,True
Instituto Nacional de Administração IP Portugal,Sanja Terlevic,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5940451,3,2,False
Anonymous,EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.59397274,1,3,False
EUPHA European Public Health Association,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5936879,3,1,False
EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5932846,3,3,True
Anonymous,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5925889,1,2,False
Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5924093,1,2,False
Adrien Cadiot EI,Anonymous,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5923238,1,1,True
Anonymous_9,Gaël QUEINNEC,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.59189487,4,4,True
F Hanna Campbell,Kevin Bradley,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5918105,3,2,False
EUPHA European Public Health Association,Instituto Nacional de Administração IP Portugal,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5916614,3,3,True
Ivana Nemčicová,Kansaneläkelaitos Kela,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.59122187,0,0,True
Instituto Nacional de Administração IP Portugal,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.59110993,3,1,False
Special Secretariat of Foresight,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5899873,1,1,True
NA,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.58965266,1,3,False
AMALIA MARIA KOUTSOGIANNI,EuroStack Project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5894018,1,3,False
Agroecology Europe,Anonymous,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5891825,3,1,False
Association internationale Futuribles,EuroStack Project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.58897185,3,3,True
EUPHA European Public Health Association,EuroStack Project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5887217,3,3,True
AMALIA MARIA KOUTSOGIANNI,Anonymous_3,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.58769524,1,2,False
Association internationale Futuribles,F Hanna Campbell,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.58745825,3,3,True
CHEM Trust,NA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5873043,3,1,False
AMALIA MARIA KOUTSOGIANNI,NA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.58718187,1,1,True
Kieran DALTON,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5865166,2,2,True
Agroecology Europe,AMALIA MARIA KOUTSOGIANNI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.58588004,3,1,False
Egmont - Royal Institute for International Relations,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5858436,3,2,False
Agroecology Europe,Kevin Bradley,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5851083,3,2,False
Egmont - Royal Institute for International Relations,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.58505356,3,2,False
Anonymous,Anonymous_3,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.58441293,1,2,False
Ioannis Lamprou,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5835266,3,3,True
Nicolas Overloop,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.58324736,2,3,False
EuroStack Project,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5819143,3,2,False
EuroStack Project,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5816032,3,3,True
Anonymous_4,Anonymous_6,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5813355,4,4,True
Agroecology Europe,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5810737,3,3,True
Anonymous_5,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5806763,2,2,True
Adrien Cadiot EI,Kieran DALTON,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5804538,1,2,False
Anonymous_5,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5801118,2,1,False
EUPHA European Public Health Association,NA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.57999885,3,1,False
SPES project - Sustainabilty Performances Evidence and Scenarios,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.579594,3,3,True
The Centre for Future Generations,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5790255,3,3,True
ECOLAB,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.57806027,2,2,True
Association internationale Futuribles,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.57789665,3,3,True
Anonymous_1,José Luis Rajab_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.57783943,4,4,True
Anonymous_1,José Luis Rajab,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.57783943,4,4,True
EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,Kieran DALTON,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.57756215,3,2,False
EuroStack Project,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5773679,3,3,True
CHEM Trust,Ministry of the Economy Luxembourg,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.57695043,3,3,True
Anonymous,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.576201,1,3,False
Kevin Bradley,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5755261,2,1,False
Ioannis Lamprou,Kieran DALTON,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5754735,3,2,False
Association internationale Futuribles,Bankenverband,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5748567,3,3,True
Adrien Cadiot EI,EUPHA European Public Health Association,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.57460696,1,3,False
EuroStack Project,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5741175,3,2,False
F Hanna Campbell,Ministry of the Economy Luxembourg,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5740239,3,3,True
Sanja Terlevic,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.57374585,2,3,False
AMALIA MARIA KOUTSOGIANNI,Sanja Terlevic,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5728569,1,2,False
CHEM Trust,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.57245916,3,3,True
Anonymous_5,NA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5713589,2,1,False
Anonymous,Kevin Bradley,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.570516,1,2,False
AMALIA MARIA KOUTSOGIANNI,F Hanna Campbell,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.56958586,1,3,False
Anonymous_3,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.56956613,2,2,True
Nicolas Overloop,Sanja Terlevic,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5691213,2,2,True
Kevin Bradley,Ministry of the Economy Luxembourg,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5681129,2,3,False
Anonymous_3,Gabriele De Giorgi,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5680318,2,2,True
SUEZ,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.56795275,2,3,False
Anonymous_3,NA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.56792796,2,1,False
Anonymous,ZOE Institute for Future-fit Economies,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5674331,1,1,True
Nicolas Overloop,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.56667745,2,2,True
Anonymous_1,Esteban Carlos Borzino,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5663756,4,4,True
EUPHA European Public Health Association,GROUPE VYV,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.56553066,3,3,True
Anonymous_3,EuroStack Project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5651276,2,3,False
F Hanna Campbell,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5648285,3,3,True
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,Association internationale Futuribles,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5646065,3,3,True
Anonymous_6,Association internationale Futuribles,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5642796,4,3,False
Association internationale Futuribles,CHEM Trust,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5631624,3,3,True
Ioannis Lamprou,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.56266725,3,2,False
EUPHA European Public Health Association,ZOE Institute for Future-fit Economies,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.56266636,3,1,False
Agroecology Europe,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5619236,3,3,True
Anonymous_4,Gaël QUEINNEC,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.56172806,4,4,True
Kevin Bradley,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.56034523,2,3,False
Bankenverband,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.56022,3,3,True
Anonymous_11,Gaël QUEINNEC,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.55840266,4,4,True
Sanja Terlevic,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5582558,2,2,True
FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,Ioannis Lamprou,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5576409,1,3,False
CHEM Trust,TES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5573491,3,3,True
Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.55697566,1,3,False
Ioannis Lamprou,Ministry of the Economy Luxembourg,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.55681753,3,3,True
Anonymous_4,Francisco José Viturro Barreiro,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.55659235,4,4,True
AMALIA MARIA KOUTSOGIANNI,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5559913,1,3,False
Adrien Cadiot EI,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.555775,1,3,False
Kevin Bradley,VLAD HERES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5555706,2,2,True
Association internationale Futuribles,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5547766,3,1,False
CHEM Trust,GROUPE VYV,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5547632,3,3,True
Egmont - Royal Institute for International Relations,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.554471,3,2,False
Bankenverband,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5532509,3,2,False
EUPHA European Public Health Association,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.55285984,3,3,True
NA,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5527269,1,3,False
SPES project - Sustainabilty Performances Evidence and Scenarios,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5522876,3,1,False
AMALIA MARIA KOUTSOGIANNI,EUPHA European Public Health Association,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.55225444,1,3,False
CHEM Trust,Kevin Bradley,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5520688,3,2,False
Anonymous_1,Francisco José Viturro Barreiro,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5516944,4,4,True
Bankenverband,Ministry of the Economy Luxembourg,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5514291,3,3,True
Egmont - Royal Institute for International Relations,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.55128026,3,3,True
Anonymous,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.55087405,1,2,False
Anonymous_6,Gaël QUEINNEC,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.550741,4,4,True
Association internationale Futuribles,EUPHA European Public Health Association,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.5497284,3,3,True
Andre REBENTISCH,TNO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.54971844,2,3,False
Ioannis Lamprou,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.549502,3,2,False
Nicolas Overloop,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.54942036,2,2,True
