CFG_Submission,CFG_Initiative,CFG_Cluster,Compared_Organization,Compared_Initiative,Compared_Cluster,Similarity_Score,Same_Cluster
The Centre for Future Generations,2025 Strategic Foresight Report,4,Politecnico di Torino_1,Evaluation and Revision of the Chips Act Chips Act 20,6,0.2284126579761505,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,IQM Quantum Computers,Evaluation and Revision of the Chips Act Chips Act 20,5,0.22839123010635376,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,David Van Geert,2025 Strategic Foresight Report,6,0.2283695936203003,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Region Skåne,Evaluation and Revision of the Chips Act Chips Act 20,1,0.22661419212818146,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,SENER Aeroespace  Defense TAFS,Evaluation and Revision of the Chips Act Chips Act 20,7,0.22644512355327606,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Tesat,Evaluation and Revision of the Chips Act Chips Act 20,7,0.22614863514900208,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,David Van Geert,2025 Strategic Foresight Report,6,0.22572967410087585,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Pavan Rao,Evaluation and Revision of the Chips Act Chips Act 20,0,0.2249501794576645,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,KSG GmbH,Evaluation and Revision of the Chips Act Chips Act 20,7,0.22482451796531677,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Nicolas Overloop_1,2025 Strategic Foresight Report,6,0.22460323572158813,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Air Liquide,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2244654893875122,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Adeon Technologies BV,Evaluation and Revision of the Chips Act Chips Act 20,7,0.22361770272254944,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Cistelaier SPA,Evaluation and Revision of the Chips Act Chips Act 20,7,0.22360974550247192,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Trinity College Dublin,Evaluation and Revision of the Chips Act Chips Act 20,0,0.22360047698020935,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Politecnico di Torino_3,Evaluation and Revision of the Chips Act Chips Act 20,5,0.22305352985858917,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Aerospace Valley,Evaluation and Revision of the Chips Act Chips Act 20,7,0.22146116197109222,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Vilnius Tech,Evaluation and Revision of the Chips Act Chips Act 20,5,0.22118403017520905,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous,2025 Strategic Foresight Report,6,0.22116215527057648,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Elviaelectronics,Evaluation and Revision of the Chips Act Chips Act 20,7,0.22088129818439484,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Philea,2025 Strategic Foresight Report,6,0.22074301540851593,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,75inQ,Evaluation and Revision of the Chips Act Chips Act 20,5,0.22033441066741943,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Fraunhofer IZM,Evaluation and Revision of the Chips Act Chips Act 20,7,0.21981362998485565,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,IG Metall,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2194591611623764,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,EVIDEN  Bull SAS,Evaluation and Revision of the Chips Act Chips Act 20,3,0.21886849403381348,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,University of Bergen,2025 Strategic Foresight Report,10,0.21873372793197632,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Nomenil BV,Evaluation and Revision of the Chips Act Chips Act 20,7,0.21836930513381958,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,OHB System AG,Evaluation and Revision of the Chips Act Chips Act 20,7,0.21770663559436798,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Aktantis,Evaluation and Revision of the Chips Act Chips Act 20,7,0.21754999458789825,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Michal Hrasna,Evaluation and Revision of the Chips Act Chips Act 20,1,0.21745562553405762,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_10,2025 Strategic Foresight Report,10,0.21723376214504242,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_1,2025 Strategic Foresight Report,8,0.2169543206691742,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Fachverband Elektronikdesign und -fertigung e V,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2168087661266327,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Silicon Alps Cluster GmbH,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2157415896654129,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Maria Lindqvist,2025 Strategic Foresight Report,10,0.21510452032089233,True
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous,2025 Strategic Foresight Report,6,0.21447142958641052,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_10,2025 Strategic Foresight Report,10,0.21421539783477783,True
The Centre for Future Generations,2025 Strategic Foresight Report,4,AUMOVIO SE,Evaluation and Revision of the Chips Act Chips Act 20,3,0.213595449924469,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,SUEZ,2025 Strategic Foresight Report,10,0.21300280094146729,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Elviaelectronics,Evaluation and Revision of the Chips Act Chips Act 20,7,0.21279054880142212,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,SLICE Semiconductor,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2121398150920868,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Michal Hrasna,Evaluation and Revision of the Chips Act Chips Act 20,1,0.20975042879581451,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,2025 Strategic Foresight Report,2,0.20861265063285828,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Maastricht School of Management,2025 Strategic Foresight Report,6,0.20734307169914246,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Deutsche Industrie- und Handelskammer,Evaluation and Revision of the Chips Act Chips Act 20,9,0.20725898444652557,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,NCAB GROUP AB,Evaluation and Revision of the Chips Act Chips Act 20,7,0.20723791420459747,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_3,Evaluation and Revision of the Chips Act Chips Act 20,9,0.20594900846481323,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,GROUPE VYV,2025 Strategic Foresight Report,4,0.2057405710220337,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Dagmar Mištinová,Evaluation and Revision of the Chips Act Chips Act 20,1,0.20409560203552246,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,TEMATYS,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2027137279510498,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Ecole des Mines de Saint-Etienne,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2026873677968979,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Francisco José Viturro Barreiro,2025 Strategic Foresight Report,8,0.20123887062072754,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,WISE srl,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2006896287202835,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,SPARC FOUNDRY,Evaluation and Revision of the Chips Act Chips Act 20,9,0.20054861903190613,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Gabriele De Giorgi,2025 Strategic Foresight Report,6,0.20006674528121948,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Anonymous_11,2025 Strategic Foresight Report,8,0.19993683695793152,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,VDE Technologie Organisation,Evaluation and Revision of the Chips Act Chips Act 20,9,0.19976140558719635,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,CNES,Evaluation and Revision of the Chips Act Chips Act 20,7,0.1975441575050354,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Marek Piechocinski,Evaluation and Revision of the Chips Act Chips Act 20,5,0.19711218774318695,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,ALMAE TECHNOLOGIES SAS,Evaluation and Revision of the Chips Act Chips Act 20,5,0.19652917981147766,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,TRUMPF SE  Co KG,Evaluation and Revision of the Chips Act Chips Act 20,9,0.19531913101673126,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Katarzyna Kobylińska,Evaluation and Revision of the Chips Act Chips Act 20,7,0.19480134546756744,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Anonymous_8,2025 Strategic Foresight Report,1,0.1944090723991394,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,IQM Quantum Computers,Evaluation and Revision of the Chips Act Chips Act 20,5,0.19404679536819458,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Anonymous_4,2025 Strategic Foresight Report,8,0.19060084223747253,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,VLAD HERES,2025 Strategic Foresight Report,6,0.1900201439857483,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_1,Evaluation and Revision of the Chips Act Chips Act 20,7,0.18853864073753357,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Melanoma Patient Network Europe,2025 Strategic Foresight Report,10,0.18729129433631897,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Kansaneläkelaitos Kela,2025 Strategic Foresight Report,1,0.18655090034008026,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Andre REBENTISCH,Evaluation and Revision of the Chips Act Chips Act 20,3,0.1848835051059723,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,RECENDT - Research Center for Non-Destructive Testing GmbH,Evaluation and Revision of the Chips Act Chips Act 20,5,0.18445882201194763,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,José Luis Rajab_1,2025 Strategic Foresight Report,8,0.1843731552362442,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,José Luis Rajab,2025 Strategic Foresight Report,8,0.1843731552362442,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,VDE Technologie Organisation,Evaluation and Revision of the Chips Act Chips Act 20,9,0.1841025948524475,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_1,Evaluation and Revision of the Chips Act Chips Act 20,7,0.18382057547569275,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,INVENTEC PERFORMANCE CHEMICALS,Evaluation and Revision of the Chips Act Chips Act 20,7,0.18374347686767578,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Francisco José Viturro Barreiro,2025 Strategic Foresight Report,8,0.18336763978004456,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Leibniz-Institut für Kristallzüchtung,Evaluation and Revision of the Chips Act Chips Act 20,5,0.1831132471561432,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Dagmar Mištinová,Evaluation and Revision of the Chips Act Chips Act 20,1,0.18279919028282166,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Davy Anthonissen,2025 Strategic Foresight Report,6,0.18278774619102478,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Rico Schluter,Evaluation and Revision of the Chips Act Chips Act 20,7,0.18144425749778748,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Politecnico di Torino_3,Evaluation and Revision of the Chips Act Chips Act 20,5,0.18127284944057465,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,bert hubert,2025 Strategic Foresight Report,6,0.18050488829612732,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_8,2025 Strategic Foresight Report,1,0.18043476343154907,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,CCI Dresden,Evaluation and Revision of the Chips Act Chips Act 20,3,0.18042774498462677,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,SNESE,Evaluation and Revision of the Chips Act Chips Act 20,9,0.17977745831012726,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,OHB System AG,Evaluation and Revision of the Chips Act Chips Act 20,7,0.1795269250869751,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,MICROLA OPTOELECTRONICS SRL,Evaluation and Revision of the Chips Act Chips Act 20,9,0.17860183119773865,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Flexiramics BV,Evaluation and Revision of the Chips Act Chips Act 20,5,0.17792193591594696,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Bavarian Ministry of Economic Affairs Regional Development and Energy,Evaluation and Revision of the Chips Act Chips Act 20,7,0.1773054599761963,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Regione Piemonte,Evaluation and Revision of the Chips Act Chips Act 20,9,0.1770765483379364,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Institute for Applied Microelectronics IUMA - Univ Las Palmas GC,Evaluation and Revision of the Chips Act Chips Act 20,0,0.17702291905879974,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,University of Modena and Reggio Emilia UNIMORE,Evaluation and Revision of the Chips Act Chips Act 20,0,0.17597158253192902,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Andreas KOCH,Evaluation and Revision of the Chips Act Chips Act 20,0,0.1749102771282196,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,University of Padova,Evaluation and Revision of the Chips Act Chips Act 20,5,0.17451602220535278,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Anonymous_6,2025 Strategic Foresight Report,8,0.17451173067092896,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Istituto Nazionale di Fisica Nucleare INFN,Evaluation and Revision of the Chips Act Chips Act 20,5,0.17432095110416412,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Norbert Herfurth,Evaluation and Revision of the Chips Act Chips Act 20,7,0.1737566441297531,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_6,2025 Strategic Foresight Report,8,0.1735859513282776,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,José Luis Rajab,2025 Strategic Foresight Report,8,0.1735030710697174,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,José Luis Rajab_1,2025 Strategic Foresight Report,8,0.1735030710697174,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Matthew Spaniol,2025 Strategic Foresight Report,4,0.17066335678100586,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Kai Schmitz,Evaluation and Revision of the Chips Act Chips Act 20,7,0.17004746198654175,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_3,2025 Strategic Foresight Report,6,0.16841302812099457,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Esteban Carlos Borzino,2025 Strategic Foresight Report,8,0.16725116968154907,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Semidynamics,Evaluation and Revision of the Chips Act Chips Act 20,0,0.16680315136909485,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Photonics Finland,Evaluation and Revision of the Chips Act Chips Act 20,5,0.165700763463974,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Anonymous,Evaluation and Revision of the Chips Act Chips Act 20,1,0.16533461213111877,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,José Luis Rajab,2025 Strategic Foresight Report,8,0.16462844610214233,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,José Luis Rajab_1,2025 Strategic Foresight Report,8,0.16462844610214233,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Universidad Politecnica Madrid,Evaluation and Revision of the Chips Act Chips Act 20,7,0.16324250400066376,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_11,2025 Strategic Foresight Report,8,0.1630849689245224,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Ecole des Mines de Saint-Etienne,Evaluation and Revision of the Chips Act Chips Act 20,5,0.1626487523317337,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,CIMULEC Group_1,Evaluation and Revision of the Chips Act Chips Act 20,9,0.16262148320674896,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Information et défense des consommateurs salariés  Confédération générale du travail,Evaluation and Revision of the Chips Act Chips Act 20,9,0.16251210868358612,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Eindhoven University of Technology,Evaluation and Revision of the Chips Act Chips Act 20,5,0.16083219647407532,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,CIRLY,Evaluation and Revision of the Chips Act Chips Act 20,9,0.16008375585079193,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_6,2025 Strategic Foresight Report,8,0.1597299575805664,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Forschungszentrum Jülich GmbH,Evaluation and Revision of the Chips Act Chips Act 20,5,0.1571597158908844,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Istituto Nazionale di Fisica Nucleare INFN,Evaluation and Revision of the Chips Act Chips Act 20,5,0.157106414437294,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,bert hubert,2025 Strategic Foresight Report,6,0.15651746094226837,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,2025 Strategic Foresight Report,2,0.15412390232086182,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Nomenil BV,Evaluation and Revision of the Chips Act Chips Act 20,7,0.15372811257839203,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_7,Evaluation and Revision of the Chips Act Chips Act 20,9,0.15207432210445404,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Aledia,Evaluation and Revision of the Chips Act Chips Act 20,5,0.1516665667295456,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Politecnico di Torino,Evaluation and Revision of the Chips Act Chips Act 20,9,0.15135301649570465,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Rico Schluter,Evaluation and Revision of the Chips Act Chips Act 20,7,0.14770960807800293,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,The Good Lobby HUB Spain,Evaluation and Revision of the Chips Act Chips Act 20,4,0.14728346467018127,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Esteban Carlos Borzino,2025 Strategic Foresight Report,8,0.14399570226669312,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,RECENDT - Research Center for Non-Destructive Testing GmbH,Evaluation and Revision of the Chips Act Chips Act 20,5,0.14342674612998962,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Anonymous_1,2025 Strategic Foresight Report,8,0.14036449790000916,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Esteban Carlos Borzino,2025 Strategic Foresight Report,8,0.139373779296875,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Gabriele De Giorgi,2025 Strategic Foresight Report,6,0.13897515833377838,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Nicolas Overloop_1,2025 Strategic Foresight Report,6,0.1362282782793045,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Juan Bartolomé García Martínez,2025 Strategic Foresight Report,10,0.13509944081306458,True
The Centre for Future Generations,2025 Strategic Foresight Report,4,IDEE ECONOMICHE di MARCO BAVA,Evaluation and Revision of the Chips Act Chips Act 20,9,0.134893000125885,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,The Good Lobby HUB Spain,Evaluation and Revision of the Chips Act Chips Act 20,4,0.13258323073387146,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Politecnico di Torino_1,Evaluation and Revision of the Chips Act Chips Act 20,6,0.13163381814956665,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Gabriele De Giorgi,2025 Strategic Foresight Report,6,0.13160721957683563,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Negar RIAHI,2025 Strategic Foresight Report,4,0.12876272201538086,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,GROUP ACB,Evaluation and Revision of the Chips Act Chips Act 20,7,0.12829963862895966,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Francisco José Viturro Barreiro,2025 Strategic Foresight Report,8,0.1279584765434265,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous,Evaluation and Revision of the Chips Act Chips Act 20,1,0.1275298297405243,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_1,2025 Strategic Foresight Report,8,0.12716758251190186,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Negar RIAHI,2025 Strategic Foresight Report,4,0.12665340304374695,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,dallco sas,Evaluation and Revision of the Chips Act Chips Act 20,9,0.12340395152568817,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_4,2025 Strategic Foresight Report,8,0.12258084863424301,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Melanoma Patient Network Europe,2025 Strategic Foresight Report,10,0.12176216393709183,True
The Centre for Future Generations,2025 Strategic Foresight Report,4,Special Secretariat of Foresight,2025 Strategic Foresight Report,2,0.12093115597963333,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Information et défense des consommateurs salariés  Confédération générale du travail,Evaluation and Revision of the Chips Act Chips Act 20,9,0.11888176202774048,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Antonio Mincarini,2025 Strategic Foresight Report,8,0.11569222807884216,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,University of Padova,Evaluation and Revision of the Chips Act Chips Act 20,5,0.11529815196990967,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,INVENTEC PERFORMANCE CHEMICALS,Evaluation and Revision of the Chips Act Chips Act 20,7,0.10345350950956345,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_11,2025 Strategic Foresight Report,8,0.10249710083007812,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_4,2025 Strategic Foresight Report,8,0.09736742824316025,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,CIMULEC Group_1,Evaluation and Revision of the Chips Act Chips Act 20,9,0.09529061615467072,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Special Secretariat of Foresight,2025 Strategic Foresight Report,2,0.09396190941333771,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,IDEE ECONOMICHE di MARCO BAVA,Evaluation and Revision of the Chips Act Chips Act 20,9,0.08960205316543579,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,CERN the European Organization for Nuclear Research,Evaluation and Revision of the Chips Act Chips Act 20,5,0.08872134983539581,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Kai Wellmann,2025 Strategic Foresight Report,8,0.08863390982151031,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Aledia,Evaluation and Revision of the Chips Act Chips Act 20,5,0.08802411705255508,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,CIRLY,Evaluation and Revision of the Chips Act Chips Act 20,9,0.07049588859081268,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Dagmar Mištinová,Evaluation and Revision of the Chips Act Chips Act 20,1,0.06336454302072525,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Kai Wellmann,2025 Strategic Foresight Report,8,0.06227023899555206,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Kai Wellmann,2025 Strategic Foresight Report,8,0.05862073600292206,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Joni Suikeli,2025 Strategic Foresight Report,1,0.05588432773947716,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,CERN the European Organization for Nuclear Research,Evaluation and Revision of the Chips Act Chips Act 20,5,0.05540561303496361,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Anonymous_2,2025 Strategic Foresight Report,2,0.05209801346063614,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_7,2025 Strategic Foresight Report,2,0.05134126543998718,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Joni Suikeli,2025 Strategic Foresight Report,1,0.049324024468660355,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Joni Suikeli,2025 Strategic Foresight Report,1,0.04889373481273651,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_2,2025 Strategic Foresight Report,2,0.04646044597029686,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,VDE Technologie Organisation,Evaluation and Revision of the Chips Act Chips Act 20,9,0.04071224480867386,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous,Evaluation and Revision of the Chips Act Chips Act 20,1,0.03337500989437103,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,dallco sas,Evaluation and Revision of the Chips Act Chips Act 20,9,0.023511096835136414,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Antonio Mincarini,2025 Strategic Foresight Report,8,0.015663625672459602,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_2,2025 Strategic Foresight Report,2,0.015157313086092472,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_7,2025 Strategic Foresight Report,2,0.008641107007861137,False
